Electrical Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Circuit Number,Classification Number,Classification Title,Comments,Cost,Count,Description,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2OS$VukoL3BfybtdaElC1n,,,L1 - Block 37,,461,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElC2m,,,L1 - Block 37,,462,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElC5B,,,L1 - Block 37,,463,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElC63,,,L1 - Block 37,,464,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElC9N,,,L1 - Block 37,,465,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElCDc,,,L1 - Block 37,,466,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElDnF,,,L1 - Block 37,,467,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElDtS,,,L1 - Block 37,,468,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,2OS$VukoL3BfybtdaElDsv,,,L1 - Block 37,,469,,P105,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3fCToxz9T0k8vJ8FK$fDwJ,,,L3,,470,,P307,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3fCToxz9T0k8vJ8FK$fDxh,,,L3,,471,,P307,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0Icn3QN6j2iPW_lwNVTV60,,,L4,,472,,P408,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,25Ky8MPhTDpOJAn90BFb7k,,,L5,,473,,P506,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,08IbMjxq53e9e_eoaekJsQ,,,L1 - Block 43,,474,,LP000,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,08IbMjxq53e9e_eoaekK9O,,,L1 - Block 43,,475,,LP000,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0eoCdzR8X1zQilbJbl1ltM,,,L1 - Block 37,,476,,P105,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0eoCdzR8X1zQilbJbl1lus,,,L1 - Block 37,,477,,P106/7,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,22,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0eoCdzR8X1zQilbJbl1lzl,,,L1 - Block 35,,478,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,15,17,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCr2,,,L2,,479,,P204,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,12,14,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCsA,,,L2,,480,,P203,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,15,17,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCtM,,,L2,,481,,P205,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,13,15,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCnh,,,L2,,482,,P202,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,23,25,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",Yes,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCp1,,,L1 - Block 35,,483,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,24,26,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",Yes,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCy5,,,L1 - Block 35,,484,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,7,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenCzG,,,L1 - Block 37,,485,,P105,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,9,11,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenC_o,,,L1 - Block 37,,486,,P106/7,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,7,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenC$j,,,L1 - Block 37,,487,,P108,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD5C,,,L1 - Block 43,,488,,P109,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD0i,,,L3,,489,,P301,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,8,10,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD1j,,,L3,,490,,P304,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,12,14,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD2N,,,L3,,491,,P307,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,11,13,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDCg,,,L3,,492,,P309,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,11,13,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDDB,,,L3,,493,,P308,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,10,12,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDE1,,,L3,,494,,P306,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD8f,,,L3,,495,,P303,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,6,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenD9j,,,L4,,496,,P401,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDAV,,,L4,,497,,P404,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,16,18,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDKg,,,L4,,498,,P406,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,13,15,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDLV,,,L4,,499,,P408,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,8,10,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDMS,,,L4,,500,,P410,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDNR,,,L4,,501,,P409,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,8,10,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDGZ,,,L4,,502,,P407,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDI$,,,L4,,503,,P405,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,8,10,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDJe,,,L4,,504,,P403,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,6,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDTg,,,L5,,505,,P501,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,2,4,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDUW,,,L5,,506,,P504,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,10,12,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDV$,,,L5,,507,,P506,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,10,12,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDOG,,,L5,,508,,P507,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,6,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3teKBedNP8PxTye3XenDPZ,,,R2,,509,,P-Roof,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDRb,,,R2,,510,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDR2,,,R2,,511,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,2' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDbE,,,R2,,512,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,2' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDcY,,,R2,,513,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,2' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDWd,,,R2,,514,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDib,,,R1,,515,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3teKBedNP8PxTye3XenDiF,,,R1,,516,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,15,17,19,23.80.00.00,,,,1,,208 V/3-10000 VA,73' - 3",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGLd,,,Parking,,517,,P507,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,13,15,17,23.80.00.00,,,,1,,208 V/3-10000 VA,72' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGLL,,,Parking,,518,,P506,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,12,14,16,23.80.00.00,,,,1,,208 V/3-10000 VA,59' - 11",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGL9,,,Parking,,519,,P410,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,12,14,16,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 5",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGMy,,,Parking,,520,,P308,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,10,12,14,23.80.00.00,,,,1,,208 V/3-10000 VA,32' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGMC,,,Parking,,521,,P109,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,12,14,16,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 7",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGN_,,,Parking,,522,,P309,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,13,15,17,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 1",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGNj,,,Parking,,523,,P307,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,14,16,18,23.80.00.00,,,,1,,208 V/3-10000 VA,59' - 5",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGN2,,,Parking,,524,,P408,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,16,18,20,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 7",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG8_,,,Parking,,525,,P204,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,9,11,13,23.80.00.00,,,,1,,208 V/3-10000 VA,32' - 7 21/32",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG8G,,,Parking,,526,,P108,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,6,8,10,23.80.00.00,,,,1,,208 V/3-10000 VA,32' - 7 21/32",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG88,,,Parking,,527,,P108,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,11,13,15,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 5",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG9c,,,Parking,,528,,P306,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,14,16,18,23.80.00.00,,,,1,,208 V/3-10000 VA,59' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG98,,,Parking,,529,,P407,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,7,9,11,23.80.00.00,,,,1,,208 V/3-10000 VA,33' - 0",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGBI,,,Parking,,530,,P109,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,12,14,16,23.80.00.00,,,,1,,208 V/3-10000 VA,59' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGBC,,,Parking,,531,,P409,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,13,15,17,23.80.00.00,,,,1,,208 V/3-10000 VA,59' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGCz,,,Parking,,532,,P403,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,13,15,17,23.80.00.00,,,,1,,208 V/3-10000 VA,46' - 5",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGCP,,,Parking,,533,,P303,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,14,16,18,23.80.00.00,,,,1,,208 V/3-10000 VA,34' - 1 1/16",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGDt,,,Parking,,534,,P202,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,9,11,13,23.80.00.00,,,,1,,208 V/3-10000 VA,23' - 10 1/2",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGDg,,,Parking,,535,,P105,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,16,18,20,23.80.00.00,,,,1,,208 V/3-10000 VA,34' - 8 5/32",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGDS,,,Parking,,536,,P205,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,13,15,17,23.80.00.00,,,,1,,208 V/3-10000 VA,23' - 8 1/2",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGDA,,,Parking,,537,,P106/7,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,28,30,32,23.80.00.00,,,,1,,208 V/3-10000 VA,19' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGEM,,,Parking,,538,,P102,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,33,35,37,23.80.00.00,,,,1,,208 V/3-10000 VA,33' - 1",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGE8,,,Parking,,539,,P102,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,10,12,14,23.80.00.00,,,,1,,208 V/3-10000 VA,47' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGFW,,,Parking,,540,,P301,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,8,10,12,23.80.00.00,,,,1,,208 V/3-10000 VA,61' - 1",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGFi,,,Parking,,541,,P401,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,5,7,9,23.80.00.00,,,,1,,208 V/3-10000 VA,74' - 5",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqGF1,,,Parking,,542,,P501,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
,,,8,10,12,23.80.00.00,,,,1,,208 V/3-10000 VA,74' - 3",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: HRU Connection 208V,,0080BsDOXCGAZkMSNyqG0s,,,Parking,,543,,P501,New Construction,None,HRU Connection 208V,,,0080BsDOXCGAZkMSNyqGL$,,,
