Air Terminal Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Flow,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Max Flow,Min Flow,Model,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqoc,,,L5,,663,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqp2,,,L5,,664,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqDe,,,L5,,665,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqEl,,,L5,,666,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqFA,,,L5,,667,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq8R,,,L5,,668,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq8q,,,L5,,669,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 30,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvq9n,,,L5,,670,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 63,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqBm,,,L5,,671,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 31,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqBr,,,L5,,672,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 31,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqBc,,,L5,,673,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 31,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq4T,,,L5,,674,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 31,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq57,,,L5,,675,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 32,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 6 1/16",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq5a,,,L5,,676,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 32,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvq6e,,,L5,,677,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 67,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq08,,,L5,,678,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 36,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq0w,,,L5,,679,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 36,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvq0t,,,L5,,680,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 36,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvq1X,,,L5,,681,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 74,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvq2a,,,L5,,682,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 91,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqSe,,,L5,,683,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 41,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqTz,,,L5,,684,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 41,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqUa,,,L5,,685,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 41,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqVK,,,L5,,686,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 41,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtlW,,,L1 - Block 35,,687,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 14,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtev,,,L1 - Block 35,,688,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 14,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtfL,,,L1 - Block 35,,689,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 14,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtf2,,,L1 - Block 35,,690,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 14,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtfa,,,L1 - Block 35,,691,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 14,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvthQ,,,M1,,692,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 30,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,7' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtdK,,,L1 - Block 35,,693,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 35,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 8 1/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtd7,,,L1 - Block 35,,694,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 35,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 8 1/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtWS,,,L1 - Block 35,,695,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 35,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtYE,,,L4,,696,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 21,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtYt,,,L4,,697,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 21,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtYa,,,L4,,698,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 21,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,-12' - 1 1/2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtzo,,,L3,,699,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 26,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvt_Y,,,L1 - Block 37,,700,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 26,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvt$G,,,L1 - Block 37,,701,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 26,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvt$5,,,L1 - Block 37,,702,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 26,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,-11' - 11 11/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtvm,,,L3,,703,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 33,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,-11' - 11 11/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtvX,,,L3,,704,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 33,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,-11' - 11 11/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtwH,,,L3,,705,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 33,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,7' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvtx5,,,L1 - Block 37,,706,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 70,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,7' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvtrC,,,L1 - Block 37,,707,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 77,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,10' - 3",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtt0,,,L1 - Block 37,,708,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 37,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvttt,,,L1 - Block 37,,709,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 37,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 3",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvtns,,,L1 - Block 37,,711,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 37,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtLq,,,L1 - Block 37,,714,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtM8,,,L1 - Block 37,,715,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtMg,,,L1 - Block 37,,716,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtNM,,,L1 - Block 37,,717,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtNh,,,L1 - Block 37,,718,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtGZ,,,L1 - Block 37,,719,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtH4,,,L1 - Block 37,,720,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,6' - 3 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1R9g75Iv9DHgU1sEBTvtID,,,L1 - Block 37,,721,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 51,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,8' - 4",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvsf3,,,L1 - Block 35,,722,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 33,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,9' - 8 5/32",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,3FM$sAWmHEug8WQPJBQT2u,,,L2,,723,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 6,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
