Electrical Equipment Schedule 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK MS Comments,Apparent Power Phase A,Apparent Power Phase B,Apparent Power Phase C,Appliance - Dwelling Unit Connected Apparent Power,Appliance - Dwelling Unit Connected Current,Appliance - Dwelling Unit Demand Apparent Power,Appliance - Dwelling Unit Demand Factor,Appliance - Dwelling Unit Estimated Demand Current,Assembly Code,Assembly Description,Assembly Name,Branch Circuit Apparent Power Phase A,Branch Circuit Apparent Power Phase B,Branch Circuit Apparent Power Phase C,Branch Circuit Current Phase A,Branch Circuit Current Phase B,Branch Circuit Current Phase C,Bussing,Circuit Number,Classification Number,Classification Title,Comments,Cooling Connected Apparent Power,Cooling Connected Current,Cooling Demand Apparent Power,Cooling Demand Factor,Cooling Estimated Demand Current,Cost,Count,Current Phase A,Current Phase B,Current Phase C,Default Connected Apparent Power,Default Connected Current,Default Demand Apparent Power,Default Demand Factor,Default Estimated Demand Current,Description,Distribution System,Electric Clothes Dryer Connected Apparent Power,Electric Clothes Dryer Connected Current,Electric Clothes Dryer Demand Apparent Power,Electric Clothes Dryer Demand Factor,Electric Clothes Dryer Estimated Demand Current,Electric Range - 3.5 kW to 8.75 kW Connected Apparent Power,Electric Range - 3.5 kW to 8.75 kW Connected Current,Electric Range - 3.5 kW to 8.75 kW Demand Apparent Power,Electric Range - 3.5 kW to 8.75 kW Demand Factor,Electric Range - 3.5 kW to 8.75 kW Estimated Demand Current,Electric Range - Less than 3.5 kW Connected Apparent Power,Electric Range - Less than 3.5 kW Connected Current,Electric Range - Less than 3.5 kW Demand Apparent Power,Electric Range - Less than 3.5 kW Demand Factor,Electric Range - Less than 3.5 kW Estimated Demand Current,Electrical Data,Elevation from Level,Elevator Connected Apparent Power,Elevator Connected Current,Elevator Demand Apparent Power,Elevator Demand Factor,Elevator Estimated Demand Current,Enclosure,Enlarged Views Only,Equipment Connected Apparent Power,Equipment Connected Current,Equipment Demand Apparent Power,Equipment Demand Factor,Equipment Estimated Demand Current,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Existing Load - 30 Day Metered Connected Apparent Power,Existing Load - 30 Day Metered Connected Current,Existing Load - 30 Day Metered Demand Apparent Power,Existing Load - 30 Day Metered Demand Factor,Existing Load - 30 Day Metered Estimated Demand Current,Existing Load - Lighting Connected Apparent Power,Existing Load - Lighting Connected Current,Existing Load - Lighting Demand Apparent Power,Existing Load - Lighting Demand Factor,Existing Load - Lighting Estimated Demand Current,Existing Load Connected Apparent Power,Existing Load Connected Current,Existing Load Demand Apparent Power,Existing Load Demand Factor,Existing Load Estimated Demand Current,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Farm Load Connected Apparent Power,Farm Load Connected Current,Farm Load Demand Apparent Power,Farm Load Demand Factor,Farm Load Estimated Demand Current,Feed,Feed Through Lugs,Feed Through Lugs Apparent Power Phase A,Feed Through Lugs Apparent Power Phase B,Feed Through Lugs Apparent Power Phase C,Feed Through Lugs Current Phase A,Feed Through Lugs Current Phase B,Feed Through Lugs Current Phase C,Ground Bus,Heating Connected Apparent Power,Heating Connected Current,Heating Demand Apparent Power,Heating Demand Factor,Heating Estimated Demand Current,HVAC Connected Apparent Power,HVAC Connected Current,HVAC Demand Apparent Power,HVAC Demand Factor,HVAC Estimated Demand Current,IFC Predefined Type,IfcGUID,Image,Keynote,Kitchen Equipment - Non-Dwelling Unit Connected Apparent Power,Kitchen Equipment - Non-Dwelling Unit Connected Current,Kitchen Equipment - Non-Dwelling Unit Demand Apparent Power,Kitchen Equipment - Non-Dwelling Unit Demand Factor,Kitchen Equipment - Non-Dwelling Unit Estimated Demand Current,Level,Lighting - Dwelling Unit Connected Apparent Power,Lighting - Dwelling Unit Connected Current,Lighting - Dwelling Unit Demand Apparent Power,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Estimated Demand Current,Lighting - Exterior Connected Apparent Power,Lighting - Exterior Connected Current,Lighting - Exterior Demand Apparent Power,Lighting - Exterior Demand Factor,Lighting - Exterior Estimated Demand Current,Lighting - General Connected Apparent Power,Lighting - General Connected Current,Lighting - General Demand Apparent Power,Lighting - General Demand Factor,Lighting - General Estimated Demand Current,Lighting - Hospital Connected Apparent Power,Lighting - Hospital Connected Current,Lighting - Hospital Demand Apparent Power,Lighting - Hospital Demand Factor,Lighting - Hospital Estimated Demand Current,Lighting - Hotel Connected Apparent Power,Lighting - Hotel Connected Current,Lighting - Hotel Demand Apparent Power,Lighting - Hotel Demand Factor,Lighting - Hotel Estimated Demand Current,Lighting - Warehouse Connected Apparent Power,Lighting - Warehouse Connected Current,Lighting - Warehouse Demand Apparent Power,Lighting - Warehouse Demand Factor,Lighting - Warehouse Estimated Demand Current,Lighting Connected Apparent Power,Lighting Connected Current,Lighting Demand Apparent Power,Lighting Demand Factor,Lighting Estimated Demand Current,Location,Mains,Mains Type,Manufacturer,Mark,Max Number of Circuits,Max Number of Single Pole Breakers,Maximum Amount of Circuits,MCB Rating,Model,Modifications,Motor Connected Apparent Power,Motor Connected Current,Motor Demand Apparent Power,Motor Demand Factor,Motor Estimated Demand Current,Mounting,Neutral Bus,Neutral Rating,Number of Phases,Number of Wires,Other Connected Apparent Power,Other Connected Current,Other Demand Apparent Power,Other Demand Factor,Other Estimated Demand Current,Panel Name,Part Type,Phase Created,Phase Demolished,Power - General Connected Apparent Power,Power - General Connected Current,Power - General Demand Apparent Power,Power - General Demand Factor,Power - General Estimated Demand Current,Power Connected Apparent Power,Power Connected Current,Power Demand Apparent Power,Power Demand Factor,Power Estimated Demand Current,Receptacle Connected Apparent Power,Receptacle Connected Current,Receptacle Demand Apparent Power,Receptacle Demand Factor,Receptacle Estimated Demand Current,Schedule Footer Notes,Schedule Header Notes,Secondary Distribution System,Short Circuit Rating Comments,Solar - PV Panel Connected Apparent Power,Solar - PV Panel Connected Current,Solar - PV Panel Demand Apparent Power,Solar - PV Panel Demand Factor,Solar - PV Panel Estimated Demand Current,Spare Connected Apparent Power,Spare Connected Current,Spare Demand Apparent Power,Spare Demand Factor,Spare Estimated Demand Current,SubFeed Lugs,Supply From,Total Connected Apparent Power,Total Connected Current,Total Demand Apparent Power,Total Demand Factor,Total Estimated Demand Current,Transformer Connected Apparent Power,Transformer Connected Current,Transformer Demand Apparent Power,Transformer Demand Factor,Transformer Estimated Demand Current,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Voltage Comments,Wattage Comments,X-Ray Connected Apparent Power,X-Ray Connected Current,X-Ray Demand Apparent Power,X-Ray Demand Factor,X-Ray Estimated Demand Current
,4859 VA,3806 VA,4143 VA,,,,,,,,,4859 VA,3806 VA,4143 VA,41 A,32 A,35 A,,2,23.80.30.11.17,,,,,,,,,1,41 A,32 A,35 A,,,,,,,120/208 Wye,,,,,,,,,,,,,,,,208 V/3-0 VA,4' - 0",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Lighting and Appliance Panelboard - 208V MCB,Lighting and Appliance Panelboard - 208V MCB: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,10000 VA,28 A,10000 VA,100.00%,28 A,,0m9vfM1Zr9d88fE3OWL6mi,,,,,,,,L3,114 VA,0 A,114 VA,100.00%,0 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Studio Unit 304,100 A,,,16,,24,,100 A,,,,,,,,Recessed,,,3,4,540 VA,1 A,540 VA,100.00%,1 A,P304,Panelboard,New Construction,None,,,,,,360 VA,1 A,360 VA,100.00%,1 A,1800 VA,5 A,1800 VA,100.00%,5 A,,,,,,,,,,,,,,,,MB12,12808 VA,36 A,12808 VA,100.00%,36 A,,,,,,100 A,,,3M$Qtr4nbCV99j7973jyiS,,,,,,,,,,
,4953 VA,3986 VA,3869 VA,,,,,,,,,4953 VA,3986 VA,3869 VA,41 A,33 A,32 A,,3,23.80.30.11.17,,,,,,,,,1,41 A,33 A,32 A,,,,,,,120/208 Wye,,,,,,,,,,,,,,,,208 V/3-0 VA,4' - 0",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Lighting and Appliance Panelboard - 208V MCB,Lighting and Appliance Panelboard - 208V MCB: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,10000 VA,28 A,10000 VA,100.00%,28 A,,2sLRojyn95Au3tzawHWDB_,,,,,,,,L2,114 VA,0 A,114 VA,100.00%,0 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Studio Unit 203,100 A,,,17,,24,,100 A,,,,,,,,Recessed,,,3,4,540 VA,1 A,540 VA,100.00%,1 A,P203,Panelboard,New Construction,None,,,,,,360 VA,1 A,360 VA,100.00%,1 A,1800 VA,5 A,1800 VA,100.00%,5 A,,,,,,,,,,,,,,,,MB11,12808 VA,36 A,12808 VA,100.00%,36 A,,,,,,100 A,,,3M$Qtr4nbCV99j7973jyiS,,,,,,,,,,
,5323 VA,4256 VA,3779 VA,,,,,,,,,5323 VA,4256 VA,3779 VA,45 A,36 A,31 A,,2,23.80.30.11.17,,,,,,,,,1,45 A,36 A,31 A,,,,,,,120/208 Wye,,,,,,,,,,,,,,,,208 V/3-0 VA,4' - 0",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Lighting and Appliance Panelboard - 208V MCB,Lighting and Appliance Panelboard - 208V MCB: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,10000 VA,28 A,10000 VA,100.00%,28 A,,2sLRojyn95Au3tzawHWD4L,,,,,,,,L2,124 VA,0 A,124 VA,100.00%,0 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live/Work Unit 202,100 A,,,18,,24,,100 A,,,,,,,,Recessed,,,3,4,360 VA,1 A,360 VA,100.00%,1 A,P202,Panelboard,New Construction,None,,,,,,360 VA,1 A,360 VA,100.00%,1 A,2520 VA,7 A,2520 VA,100.00%,7 A,,,,,,,,,,,,,,,,MB11,13358 VA,37 A,13358 VA,100.00%,37 A,,,,,,100 A,,,3M$Qtr4nbCV99j7973jyiS,,,,,,,,,,
,5280 VA,4162 VA,4256 VA,,,,,,,,,5280 VA,4162 VA,4256 VA,44 A,35 A,36 A,,1,23.80.30.11.17,,,,,,,,,1,44 A,35 A,36 A,,,,,,,120/208 Wye,,,,,,,,,,,,,,,,208 V/3-0 VA,4' - 0",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Lighting and Appliance Panelboard - 208V MCB,Lighting and Appliance Panelboard - 208V MCB: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,10000 VA,28 A,10000 VA,100.00%,28 A,,3P1nks4s5DXwXxZ1uElzFk,,,,,,,,L2,104 VA,0 A,104 VA,100.00%,0 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two Story Studio Unit 204,100 A,,,19,,24,,100 A,,,,,,,,Recessed,,,3,4,1080 VA,3 A,1080 VA,100.00%,3 A,P204,Panelboard,New Construction,None,,,,,,360 VA,1 A,360 VA,100.00%,1 A,2160 VA,6 A,2160 VA,100.00%,6 A,,,,,,,,,,,,,,,,MB21,13699 VA,38 A,13699 VA,100.00%,38 A,,,,,,100 A,,,3M$Qtr4nbCV99j7973jyiS,,,,,,,,,,
Do you need this metered separate from LP1?  Is there a reason this panel is here, instead of in the same stack w/ P300, P400, P500?,1323 VA,194 VA,0 VA,,,,,,,,,1323 VA,194 VA,0 VA,11 A,2 A,0 A,,2,4,6,23.80.30.11.17,,,,,,,,,1,11 A,2 A,0 A,,,,,,,120/208 Wye,,,,,,,,,,,,,,,,208 V/3-0 VA,4' - 0",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Lighting and Appliance Panelboard - 208V MCB,Lighting and Appliance Panelboard - 208V MCB: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,3_n8arSBT0TOiUt9yjHtMd,,,,,,,,L2,635 VA,2 A,635 VA,100.00%,2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space 120,100 A,,,20,,24,,100 A,,,,,,,,Recessed,,,3,4,,,,,,P200,Panelboard,New Construction,None,,,,,,,,,,,900 VA,2 A,900 VA,100.00%,2 A,,,,,,,,,,,,,,,,HDP,1516 VA,4 A,1516 VA,100.00%,4 A,,,,,,100 A,,,3M$Qtr4nbCV99j7973jyiS,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,480/277 Wye,,,,,,,,,,,,,,,,480 V/3-0 VA,0' - 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Battery Cabinet,PV Battery Cabinet: 36"x26.5",,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueDmM,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage R103,,,,22,0,,,1 A,,,,,,,,,,,3,4,,,,,,,Switchboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,36"x26.5",Battery Cabinet,,1QV96iCXbDtwK1tCLueDW$,,BC,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,480/277 Wye,,,,,,,,,,,,,,,,480 V/3-0 VA,0' - 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Battery Cabinet,PV Battery Cabinet: 36"x26.5",,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueDsw,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage R103,,,,23,0,,,1 A,,,,,,,,,,,3,4,,,,,,,Switchboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,36"x26.5",Battery Cabinet,,1QV96iCXbDtwK1tCLueDW$,,BC,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,480/277 Wye,,,,,,,,,,,,,,,,480 V/3-0 VA,0' - 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Battery Cabinet,PV Battery Cabinet: 36"x26.5",,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueDrY,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage R103,,,,24,0,,,1 A,,,,,,,,,,,3,4,,,,,,,Switchboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,36"x26.5",Battery Cabinet,,1QV96iCXbDtwK1tCLueDW$,,BC,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,480/277 Wye,,,,,,,,,,,,,,,,480 V/3-0 VA,0' - 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Battery Cabinet,PV Battery Cabinet: 36"x26.5",,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueDAy,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage R103,,,,25,0,,,1 A,,,,,,,,,,,3,4,,,,,,,Switchboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,36"x26.5",Battery Cabinet,,1QV96iCXbDtwK1tCLueDW$,,BC,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,46' - 5 27/32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueErs,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,40' - 3 9/32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEqC,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,34' - 0 1/16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEq0,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,27' - 9 1/8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEqq,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,21' - 3 29/32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEqe,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,14' - 11 17/32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEBS,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,,,,,1,23.80.30.11.17,,,,,,,,,1,,,,,,,,,,None,,,,,,,,,,,,,,,,12 V/1-0 VA,8' - 7 9/16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Electrical Equipment - Unbalanced Power Connector,Electrical Equipment - Unbalanced Power Connector: 12 V,,,,,,,,0 VA,0 VA,0 VA,,,,,,,,,,,,,,,,1QV96iCXbDtwK1tCLueEBG,,,,,,,,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pocket Park 104,,,,32,,,,1 A,,,,,,,,,,,Not Computed,Not Computed,,,,,,,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV1,0 VA,Not Computed,0 VA,100.00%,Not Computed,,,,,,12 V,PV Panel Connection,,1QV96iCXbDtwK1tCLueErX,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,480/277 Wye,,,,,,,,,,,,,,,,480 V/3-0 VA,0' - 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Inverter,PV Inverter: 36"x26.5",,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,2chmxDx$L86gdODoJ1JQb2,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage R103,,,,33,0,,,1 A,,,,,,,,,,,3,4,,,,,,,Switchboard,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,36"x26.5",PV Inverter,,1QV96iCXbDtwK1tCLueE5E,,INV,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.80.50.11.14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,240 V/3-0 VA,4' - 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Disconnect Switches,Disconnect Switches: 240V - Fusible 100A,,,,,,,,,,,,,,,,,,,,,,,,,,2chmxDx$L86gdODoJ1JRPE,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Roof R100,,,,37,,,,,,,,,,,,,,,,,,,,,,,Equipment Switch,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240V - Fusible 100A,,,2chmxDx$L86gdODoJ1JRRu,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,12VDC PV,,,,,,,,,,,,,,,,12 V/2-0 VA,3' - 5",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Panelboard 12V MCB - Surface,PV Panelboard 12V MCB - Surface: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,2chmxDx$L86gdODoJ1JReK,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Roof R100,100 A,,,38,,30,,100 A,,,,,,,,Surface,,,1,3,,,,,,PV1,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,Not Computed,0 A,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,100 A,PV Panelboard,,2chmxDx$L86gdODoJ1JRhU,,,,,,,,,,
,0 VA,0 VA,0 VA,,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,23.80.30.11.17,,,,,,,,,1,0 A,0 A,0 A,,,,,,,12VDC PV,,,,,,,,,,,,,,,,12 V/2-0 VA,3' - 5",,,,,,Type 1,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,PV Panelboard 12V MCB - Surface,PV Panelboard 12V MCB - Surface: 100 A,,,,,,,,0 VA,0 VA,0 VA,0 A,0 A,0 A,,,,,,,,,,,,,2chmxDx$L86gdODoJ1JRk2,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Roof R100,100 A,,,39,,30,,100 A,,,,,,,,Surface,,,1,3,,,,,,PV2,Panelboard,New Construction,None,,,,,,,,,,,,,,,,,,,,0 VA,0 A,0 VA,Not Computed,0 A,,,,,,,,0 VA,0 A,0 VA,100.00%,0 A,,,,,,100 A,PV Panelboard,,2chmxDx$L86gdODoJ1JRhU,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23.80.50.11.14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,240 V/3-0 VA,4' - 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By Type,,Default,,Disconnect Switches,Disconnect Switches: 240V - Fusible 100A,,,,,,,,,,,,,,,,,,,,,,,,,,2chmxDx$L86gdODoJ1JRke,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Roof R100,,,,40,,,,,,,,,,,,,,,,,,,,,,,Equipment Switch,New Construction,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240V - Fusible 100A,,,2chmxDx$L86gdODoJ1JRRu,,,,,,,,,,
