Lighting Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power,Assembly Code,Assembly Description,Assembly Name,Ballast Loss,Circuit Number,Classification Number,Classification Title,Coefficient of Utilization,Comments,Cost,Count,Description,Efficacy,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Illuminance,Image,Initial Color Temperature,Keynote,Lamp,Lamp Lumen Depreciation,Lamp Tilt Loss,Length,Level,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Surface Depreciation Loss,Switch ID,Temperature Loss,Total Light Loss Factor,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Voltage Loss,Wattage,Wattage Comments,Width
20 VA,,,,,12,23.80.70.11.14,,1.119295,,,1,,149 lm/W,120 V/1-20 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbd,-14406 fc,,2700 K,,LED,,,,L3,,700 lm,-1440600 cd,,553,,P303,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.119295,,,1,,149 lm/W,120 V/1-20 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYba,-14406 fc,,2700 K,,LED,,,,L3,,700 lm,-1440600 cd,,554,,P303,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,11,23.80.70.11.14,,1.086354,,,1,,250 lm/W,120 V/1-5 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbb,1 fc,,3200 K,,LED,,,,L3,,1250 lm,99 cd,,555,,P303,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.086354,,,1,,250 lm/W,120 V/1-5 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbQ,1 fc,,3200 K,,LED,,,,L3,,1250 lm,99 cd,,556,,P303,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
20 VA,,,,,11,23.80.70.11.14,,1.119295,,,1,,149 lm/W,120 V/1-20 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbR,-14406 fc,,2700 K,,LED,,,,L3,,700 lm,-1440600 cd,,557,,P303,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.119295,,,1,,149 lm/W,120 V/1-20 VA,8' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbO,-14406 fc,,2700 K,,LED,,,,L3,,700 lm,-1440600 cd,,558,,P303,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.11927,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbP,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,559,,P202,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,11,23.80.70.11.14,,1.11927,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbU,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,560,,P202,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,8,23.80.70.11.14,,1.086314,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbV,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,561,,P202,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,8,23.80.70.11.14,,1.086314,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbS,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,562,,P202,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
20 VA,,,,,11,23.80.70.11.14,,1.11927,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbT,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,563,,P202,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,11,23.80.70.11.14,,1.11927,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbI,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,564,,P202,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.119472,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbJ,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,565,,P403,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.119472,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbG,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,566,,P403,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,11,23.80.70.11.14,,1.086644,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbH,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,567,,P403,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.086644,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbM,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,568,,P403,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
20 VA,,,,,11,23.80.70.11.14,,1.119472,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbN,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,569,,P403,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,11,23.80.70.11.14,,1.119472,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbK,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,570,,P403,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,7,23.80.70.11.14,,1.120869,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbL,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,571,,P306,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,7,23.80.70.11.14,,1.120869,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbA,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,572,,P306,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,7,23.80.70.11.14,,1.08893,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbB,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,573,,P306,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,7,23.80.70.11.14,,1.08893,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb8,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,574,,P306,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
20 VA,,,,,7,23.80.70.11.14,,1.120869,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYb9,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,575,,P306,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.120995,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbF,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,577,,P407,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
20 VA,,,,,12,23.80.70.11.14,,1.120995,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYbC,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,578,,P407,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,11,23.80.70.11.14,,1.089137,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYbD,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,579,,P407,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.089137,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb2,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,580,,P407,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
20 VA,,,,,11,23.80.70.11.14,,1.120995,,,1,,149 lm/W,120 V/1-20 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Round - LED,Recessed Lamp - Round - LED: 4" Trimmed Downlight,,30lTfUtJX63AIL0NSDmYb3,-14406 fc,,2700 K,,LED,,,,,,700 lm,-1440600 cd,,581,,P407,New Construction,None,,,,1,4" Trimmed Downlight,,,1wejEoruvD5hQq7iipxwYO,,F3,,,5 W,,
5 VA,,,,,12,23.80.70.11.14,,1.086354,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb1,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,583,,P303,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,12,23.80.70.11.14,,1.086314,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,30lTfUtJX63AIL0NSDmYb6,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,584,,P202,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,12,23.80.70.11.14,,1.086644,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb7,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,585,,P403,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,7,23.80.70.11.14,,1.08893,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb4,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,586,,P306,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,12,23.80.70.11.14,,1.089137,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYb5,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,587,,P407,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,12,23.80.70.11.14,,1.086314,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,30lTfUtJX63AIL0NSDmYYw,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,588,,P202,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,12,23.80.70.11.14,,1.086354,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYx,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,589,,P303,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,12,23.80.70.11.14,,1.086644,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYu,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,590,,P403,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,7,23.80.70.11.14,,1.08893,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYv,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,591,,P306,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,12,23.80.70.11.14,,1.089137,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYY_,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,592,,P407,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,14,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYY$,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,593,,P304,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,14,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYy,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,594,,P304,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYz,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,595,,P203,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYo,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,596,,P203,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.065996,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYp,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,597,,P410,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.065996,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYm,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,598,,P410,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,10,23.80.70.11.14,,1.065819,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYn,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,599,,P309,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,10,23.80.70.11.14,,1.065819,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYs,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,600,,P309,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.0637,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYt,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,601,,P507,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.0637,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYq,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,602,,P507,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYr,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,603,,P404,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,13,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYg,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,604,,P404,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,6,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYh,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,605,,P504,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,6,23.80.70.11.14,,1.058698,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYe,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,606,,P504,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,,23.80.70.11.14,,1.047093,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYf,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,607,,,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,,23.80.70.11.14,,1.047093,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYk,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,608,,,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,21,23.80.70.11.14,,1.047081,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYl,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,609,,P406,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,21,23.80.70.11.14,,1.047081,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYi,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,610,,P406,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,9,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYj,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,611,,P205,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,9,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,5' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYY,1 fc,,3200 K,,LED,,,,L2,,1250 lm,99 cd,,612,,P205,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,9,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYZ,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,613,,P307,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,9,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYW,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,614,,P307,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,19,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,30lTfUtJX63AIL0NSDmYYX,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,615,,P408,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
