Lighting Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power,Assembly Code,Assembly Description,Assembly Name,Ballast Loss,Circuit Number,Classification Number,Classification Title,Coefficient of Utilization,Comments,Cost,Count,Description,Efficacy,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Illuminance,Image,Initial Color Temperature,Keynote,Lamp,Lamp Lumen Depreciation,Lamp Tilt Loss,Length,Level,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Surface Depreciation Loss,Switch ID,Temperature Loss,Total Light Loss Factor,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Voltage Loss,Wattage,Wattage Comments,Width
,,,,,9,,,,,,1,,149 lm/W,120 V/1-180 VA,36' - 11",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxP,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,248,,P408,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,20,,,,,,1,,149 lm/W,120 V/1-180 VA,36' - 11",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxd,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,249,,P406,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,20,,,,,,1,,149 lm/W,120 V/1-180 VA,36' - 11",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxb,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,250,,P406,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,20,,,,,,1,,149 lm/W,120 V/1-180 VA,36' - 11",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxZ,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,251,,P406,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,3,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxX,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,252,,P504,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,3,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxl,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,253,,P504,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,3,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxj,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,254,,P504,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxh,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,255,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxf,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,256,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxt,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,257,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxr,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,258,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxp,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,259,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxn,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,260,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyx$,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,261,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,14,,,,,,1,,149 lm/W,120 V/1-180 VA,50' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxyxz,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,262,,P506,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
15 VA,,,,,3,23.80.70.11.14.11,,0.712688,,,1,,65 lm/W,120 V/1-15 VA,4' - 6 1/2",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxyeW,1 fc,,2700 K,,LED,,,,L1 - Block 43,,975 lm,78 cd,,263,,P106/7,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
5 VA,,,,,,23.80.70.11.14,,0.511212,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyel,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,264,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.512544,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyek,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,265,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.508998,,,1,,250 lm/W,120 V/1-5 VA,4' - 3 1/2",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyei,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,266,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.510326,,,1,,250 lm/W,120 V/1-5 VA,4' - 3 1/2",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyeh,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,267,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,5,23.80.70.11.14,,0.482881,,,1,,250 lm/W,120 V/1-5 VA,4' - 3 1/2",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyeg,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,268,,P106/7,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,5,23.80.70.11.14,,0.482051,,,1,,250 lm/W,120 V/1-5 VA,4' - 3 1/2",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyef,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,269,,P106/7,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.512463,,,1,,250 lm/W,120 V/1-5 VA,7' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyee,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,270,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.512355,,,1,,250 lm/W,120 V/1-5 VA,7' - 9",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyet,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,271,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.799027,,,1,,250 lm/W,120 V/1-5 VA,0' - 10",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyes,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,272,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
5 VA,,,,,,23.80.70.11.14,,0.800267,,,1,,250 lm/W,120 V/1-5 VA,0' - 10",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 24'',,1wejEoruvD5hQq7iipxyer,1 fc,,3200 K,,LED,,,,L1 - Block 43,,1250 lm,99 cd,,273,,,New Construction,None,,,,1,24'',,,1wejEoruvD5hQq7iipxx0F,,,,,5 W,10,
15 VA,,,,,,23.80.70.11.14.11,,,,,1,,65 lm/W,120 V/1-15 VA,8' - 1",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzR4,1 fc,,2700 K,,LED,,,,L1 - Block 43,,975 lm,78 cd,,277,,,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,,23.80.70.11.14.11,,,,,1,,65 lm/W,120 V/1-15 VA,18' - 10",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzR3,1 fc,,2700 K,,LED,,,,L1 - Block 43,,975 lm,78 cd,,278,,,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,4,23.80.70.11.14.11,,,,,1,,65 lm/W,120 V/1-15 VA,32' - 2",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzR2,1 fc,,2700 K,,LED,,,,L1 - Block 43,,975 lm,78 cd,,279,,P300,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,3,23.80.70.11.14.11,,,,,1,,65 lm/W,120 V/1-15 VA,45' - 6",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzR1,1 fc,,2700 K,,LED,,,,L1 - Block 43,,975 lm,78 cd,,280,,P400,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,4,23.80.70.11.14.11,,0.3801,,,1,,65 lm/W,120 V/1-15 VA,8' - 0",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzR0,1 fc,,2700 K,,LED,,,,L2,,975 lm,78 cd,,281,,P200,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,4,23.80.70.11.14.11,,0.3801,,,1,,65 lm/W,120 V/1-15 VA,8' - 0",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzRF,1 fc,,2700 K,,LED,,,,L3,,975 lm,78 cd,,282,,P300,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
15 VA,,,,,5,23.80.70.11.14.11,,0.3801,,,1,,65 lm/W,120 V/1-15 VA,8' - 0",,,,,By Type,,Default,,Downlight - Round - LED,Downlight - Round - LED: LED15FM12-W120,,1wejEoruvD5hQq7iipxzRC,1 fc,,2700 K,,LED,,,,L5,,975 lm,78 cd,,285,,P500,New Construction,None,,,,1,LED15FM12-W120,,,1wejEoruvD5hQq7iipxywL,,F8,,,15 W,,
100 VA,D5020220,Lighting - Incandescent,,1,4,23.80.70.11.14.14,,,,,1,,12 lm/W,120 V/1-100 VA,-5' - 0",,,,,By Type,,Default,,Sconce Light - Uplight,Sconce Light - Uplight: 100W - 120V,,1wejEoruvD5hQq7iipxzJj,4 fc,,2800 K,,R-30,1,1,,L2,1,1200 lm,382 cd,,286,,P106/7,New Construction,None,1,,1,1,100W - 120V,,,1wejEoruvD5hQq7iipxzRY,,,,1,100 W,,
100 VA,D5020220,Lighting - Incandescent,,1,4,23.80.70.11.14.14,,,,,1,,12 lm/W,120 V/1-100 VA,-5' - 0",,,,,By Type,,Default,,Sconce Light - Uplight,Sconce Light - Uplight: 100W - 120V,,1wejEoruvD5hQq7iipxzJi,4 fc,,2800 K,,R-30,1,1,,L2,1,1200 lm,382 cd,,287,,P106/7,New Construction,None,1,,1,1,100W - 120V,,,1wejEoruvD5hQq7iipxzRY,,,,1,100 W,,
100 VA,D5020220,Lighting - Incandescent,,1,4,23.80.70.11.14.14,,,,,1,,12 lm/W,120 V/1-100 VA,-5' - 0",,,,,By Type,,Default,,Sconce Light - Uplight,Sconce Light - Uplight: 100W - 120V,,1wejEoruvD5hQq7iipxzJh,4 fc,,2800 K,,R-30,1,1,,L2,1,1200 lm,382 cd,,288,,P106/7,New Construction,None,1,,1,1,100W - 120V,,,1wejEoruvD5hQq7iipxzRY,,,,1,100 W,,
100 VA,D5020220,Lighting - Incandescent,,1,4,23.80.70.11.14.14,,,,,1,,12 lm/W,120 V/1-100 VA,-5' - 0",,,,,By Type,,Default,,Sconce Light - Uplight,Sconce Light - Uplight: 100W - 120V,,1wejEoruvD5hQq7iipxzJg,4 fc,,2800 K,,R-30,1,1,,L2,1,1200 lm,382 cd,,289,,P106/7,New Construction,None,1,,1,1,100W - 120V,,,1wejEoruvD5hQq7iipxzRY,,,,1,100 W,,
,,,,,,,,,,,1,,,,10' - 0",,,,,By Type,,Default,,Lobby Chandelier,Lobby Chandelier: Lobby Chandelier,,1wejEoruvD5hQq7iipxznL,,,,,,,,,L3,,,,,290,,,New Construction,None,,,,,Lobby Chandelier,,,1wejEoruvD5hQq7iipxzI0,,F9,,,,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznK,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,291,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznJ,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,292,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznI,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,293,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznH,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,294,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznG,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,295,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznV,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,296,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznU,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,297,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznT,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,298,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznS,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,299,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznR,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,300,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznQ,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,301,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznP,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,302,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznO,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,303,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznd,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,304,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznc,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,305,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,,,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxznb,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,306,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkf,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,307,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzke,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,308,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkt,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,309,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzks,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,310,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkr,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,311,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkq,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,312,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkp,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,313,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzko,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,314,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
60 VA,,,,,16,23.80.70.11,,0.856213,,,1,,149 lm/W,120 V/1-60 VA,0' - 0",,,,,By Type,,Default,,Pendant Lamp - Art Glass - LED,Pendant Lamp - Art Glass - LED: Standard,,1wejEoruvD5hQq7iipxzkn,7 fc,,3200 K,,LED,,,,,,8913 lm,709 cd,,315,,P106/7,New Construction,None,,,,1,Standard,,,1wejEoruvD5hQq7iipxzIa,,,,,60 W,,
