Structural Foundation Schedule 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Description,Elevation at Bottom,Elevation at Bottom Core,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Core,Elevation at Top Survey,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Foundation Thickness,Heel Length,Height Offset From Level,IFC Predefined Type,IfcGUID,Image,Keynote,Length,Level,Manufacturer,Mark,Model,Perimeter,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Structural Material,Structural Usage,Toe Length,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume,Width
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598 SF,,,,,,,,1,,-25'-11",-25'-11",754'-7",-22'-11",-22'-11",757'-7",,,,,By Type,,Default,,Foundation Slab,Foundation Slab: FNDN-36,3'-0",,0",,2RjzvSKvLEZOEkn56Wpa$d,,,29'-6 1/2",Elevator Pit,,,,110'-6",New Construction,None,,Cast against earth <0' - 3">,Exterior - #3 to #5 <0' - 1 1/2">,Interior (slabs, walls, joists) - #3 to #11 <0' - 0 3/4">,Concrete, Cast-in-Place gray,,,FNDN-36,,,0B2YGPanTBc9mM6oEg4iez,,,,1792.88 CF,25'-8 1/2"
18 SF,A1010100,Footings & Pile Caps,,,,,,1,Cap,-19'-6",,761'-0",-17'-6",,763'-0",,,,,By Type,,Default,,SFD_Pile_Cap_Rectangle,SFD_Pile_Cap_Rectangle: 36x36x24 Pile_30,2'-0",,-7",,2MLqRu3Wn7NfqXawhVfEno,,,3'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Concrete, Cast-in-Place gray,,,36x36x24 Pile_30,See Catalog,,3QUJy7a0z0kfKzZ1rP$thn,,,,18.00 CF,3'-0"
5 SF,A1010100,Footings & Pile Caps,,,,,,1,,-43'-9",,736'-9",-18'-9",,761'-9",,,,,By Type,,Default,,SFD_Round,SFD_Round: 30x30x25',25'-0",,3",,2MLqRu3Wn7NfqXawhVfEnp,,,2'-6",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Concrete, Cast-in-Place gray,,,30x30x25',F33,,2A44xp5_PCrwCnockcFWYl,,DP30"-10',,119.05 CF,2'-6"
18 SF,A1010100,Footings & Pile Caps,,,,,,1,Cap,-19'-6",,761'-0",-17'-6",,763'-0",220.01 in³,,,,By Type,,Default,,SFD_Pile_Cap_Rectangle,SFD_Pile_Cap_Rectangle: 36x36x24 Pile_24,2'-0",,-7",,2MLqRu3Wn7NfqXawhVfEtW,,,3'-0",Parking,,,,,New Construction,None,,Cast against earth <0' - 3">,Interior (framing, columns) <0' - 1 1/2">,Cast against earth <0' - 3">,Concrete, Cast-in-Place gray,,,36x36x24 Pile_24,See Catalog,,2MLqRu3Wn7NfqXawhVfE$r,,,,18.00 CF,3'-0"
3 SF,A1010100,Footings & Pile Caps,,,,,,1,,-43'-9",,736'-9",-18'-9",,761'-9",3292.09 in³,,,,By Type,,Default,,SFD_Round,SFD_Round: 24x24x25',25'-0",,3",,2MLqRu3Wn7NfqXawhVfEtX,,,2'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Cast against earth <0' - 3">,,Concrete, Cast-in-Place gray,,,24x24x25',F22,,2MLqRu3Wn7NfqXawhVfEyW,,DP24"-12',,76.02 CF,2'-0"
18 SF,A1010100,Footings & Pile Caps,,,,,,1,Cap,-19'-6",,761'-0",-17'-6",,763'-0",,,,,By Type,,Default,,SFD_Pile_Cap_Rectangle,SFD_Pile_Cap_Rectangle: 36x36x24 Pile_24,2'-0",,-7",,2MLqRu3Wn7NfqXawhVfEef,,,3'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Concrete, Cast-in-Place gray,,,36x36x24 Pile_24,See Catalog,,2MLqRu3Wn7NfqXawhVfE$r,,,,18.00 CF,3'-0"
3 SF,A1010100,Footings & Pile Caps,,,,,,1,,-43'-9",,736'-9",-18'-9",,761'-9",,,,,By Type,,Default,,SFD_Round,SFD_Round: 24x24x25',25'-0",,3",,2MLqRu3Wn7NfqXawhVfEek,,,2'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Concrete, Cast-in-Place gray,,,24x24x25',F22,,2MLqRu3Wn7NfqXawhVfEyW,,DP24"-12',,76.02 CF,2'-0"
18 SF,A1010100,Footings & Pile Caps,,,,,,1,Cap,-19'-6",,761'-0",-17'-6",,763'-0",,,,,By Type,,Default,,SFD_Pile_Cap_Rectangle,SFD_Pile_Cap_Rectangle: 36x36x24 Pile_24,2'-0",,-7",,2MLqRu3Wn7NfqXawhVfEjZ,,,3'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Concrete, Cast-in-Place gray,,,36x36x24 Pile_24,See Catalog,,2MLqRu3Wn7NfqXawhVfE$r,,,,18.00 CF,3'-0"
3 SF,A1010100,Footings & Pile Caps,,,,,,1,,-43'-9",,736'-9",-18'-9",,761'-9",,,,,By Type,,Default,,SFD_Round,SFD_Round: 24x24x25',25'-0",,3",,2MLqRu3Wn7NfqXawhVfEjW,,,2'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,,Concrete, Cast-in-Place gray,,,24x24x25',F22,,2MLqRu3Wn7NfqXawhVfEyW,,DP24"-12',,76.02 CF,2'-0"
18 SF,A1010100,Footings & Pile Caps,,,,,,1,Cap,-19'-6",,761'-0",-17'-6",,763'-0",,,,,By Type,,Default,,SFD_Pile_Cap_Rectangle,SFD_Pile_Cap_Rectangle: 36x36x24 Pile_24,2'-0",,-7",,2MLqRu3Wn7NfqXawhVfEjX,,,3'-0",Parking,,,,,New Construction,None,,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Interior (framing, columns) <0' - 1 1/2">,Concrete, Cast-in-Place gray,,,36x36x24 Pile_24,See Catalog,,2MLqRu3Wn7NfqXawhVfE$r,,,,18.00 CF,3'-0"
