Window Schedule 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Construction Type,Cost,Count,Description,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Family Thumbnail,Finish,Glazing Thickness,Glazing Type,Head,Head Height,Heat Transfer Coefficient (U),Height,IFC Predefined Type,IfcGUID,Image,Jamb,Keynote,Level,Manufacturer,Mark,Material,Model,Operation,Phase Created,Phase Demolished,Rough Height,Rough Width,Sill,Sill Height,Solar Heat Gain Coefficient,Thermal Resistance (R),Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Visual Light Transmittance,Width
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed,Window-Fixed: 39" x 76" (Solar Wall),,ANOD,1",IGU,,9' - 11",,6' - 4",,04b3cqL6T7nASkHPv$nogf,,,,L3,,176,ALUM,,,New Construction,None,6' - 4 1/2",3' - 3 1/2",,3' - 7",,,39" x 76" (Solar Wall),,,0m3ylIKyvFIf90OJWdROY$,,57,,,3' - 3"
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed,Window-Fixed: 39" x 76" (Solar Wall),,ANOD,1",IGU,,9' - 11",,6' - 4",,04b3cqL6T7nASkHPv$nogj,,,,L3,,177,ALUM,,,New Construction,None,6' - 4 1/2",3' - 3 1/2",,3' - 7",,,39" x 76" (Solar Wall),,,0m3ylIKyvFIf90OJWdROY$,,57,,,3' - 3"
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed,Window-Fixed: 39" x 76" (Solar Wall),,ANOD,1",IGU,,9' - 3",,6' - 4",,04b3cqL6T7nASkHPv$nogs,,,,L4,,178,ALUM,,,New Construction,None,6' - 4 1/2",3' - 3 1/2",,2' - 11",,,39" x 76" (Solar Wall),,,0m3ylIKyvFIf90OJWdROY$,,57,,,3' - 3"
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed,Window-Fixed: 39" x 76" (Solar Wall),,ANOD,1",IGU,,9' - 3",,6' - 4",,04b3cqL6T7nASkHPv$nogw,,,,L4,,179,ALUM,,,New Construction,None,6' - 4 1/2",3' - 3 1/2",,2' - 11",,,39" x 76" (Solar Wall),,,0m3ylIKyvFIf90OJWdROY$,,57,,,3' - 3"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2HJPHz$LL92Ori_VKXvn5M,,,,L3,,180,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2HJPHz$LL92Ori_VKXvnBJ,,,,L3,,181,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 1/2",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed-Transom,Window-Fixed-Transom: 50" x 80",,ANOD,1",IGU,,10' - 2",,6' - 8",,0J0FBtEb5BPAoy2Q8c1Z6Q,,,,M1,,182,ALUM,,,New Construction,None,6' - 8 1/2",4' - 2 1/2",,3' - 6",,,50" x 80",,,2F3zBK1BH8DBfhr$IH1OBy,,61,,,4' - 2"
B2020100,Windows,,23.30.20.17.11,,,,,1,,,,,By Type,,Default,,Window-Fixed-Transom,Window-Fixed-Transom: 50" x 80",,ANOD,1",IGU,,10' - 2",,6' - 8",,2ycvOAVV5BmPKPPN5My2MZ,,,,M1,,183,ALUM,,,New Construction,None,6' - 8 1/2",4' - 2 1/2",,3' - 6",,,50" x 80",,,2F3zBK1BH8DBfhr$IH1OBy,,61,,,4' - 2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 5",,6' - 4",,3voFgg85z9v87ITax$sRL$,,,,L2,,111,ALUM,,,New Construction,None,,,,3' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 5",,6' - 4",,3voFgg85z9v87ITax$sR9c,,,,L2,,112,ALUM,,,New Construction,None,,,,3' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 5",,6' - 4",,3voFgg85z9v87ITax$sR9g,,,,L2,,113,ALUM,,,New Construction,None,,,,3' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 5",,6' - 4",,3voFgg85z9v87ITax$sR9m,,,,L2,,115,ALUM,,,New Construction,None,,,,3' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 1 1/2",,8' - 0",,1lxqaTga9DvxFctJPFetIW,,,,L3,,121,ALUM,,,New Construction,None,,,,2' - 1 1/2",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 1 1/2",,8' - 0",,1lxqaTga9DvxFctJPFetIX,,,,L3,,123,ALUM,,,New Construction,None,,,,2' - 1 1/2",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 1 1/2",,8' - 0",,1lxqaTga9DvxFctJPFetIY,,,,L3,,124,ALUM,,,New Construction,None,,,,2' - 1 1/2",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 1 1/2",,8' - 0",,1lxqaTga9DvxFctJPFetIZ,,,,L3,,128,ALUM,,,New Construction,None,,,,2' - 1 1/2",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 9",,6' - 8",,1lxqaTga9DvxFctJPFetOS,,,,L4,,129,ALUM,,,New Construction,None,,,,1' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 9",,6' - 8",,1lxqaTga9DvxFctJPFetOT,,,,L4,,132,ALUM,,,New Construction,None,,,,1' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 9",,6' - 8",,1lxqaTga9DvxFctJPFetOU,,,,L4,,134,ALUM,,,New Construction,None,,,,1' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 9",,6' - 8",,1lxqaTga9DvxFctJPFetOV,,,,L4,,136,ALUM,,,New Construction,None,,,,1' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,14' - 7",,8' - 6",,2Qub3vESL3gAodKa8iqiEo,,,,L2,,139,ALUM,,,New Construction,None,,,,6' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 6"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,14' - 7",,8' - 6",,2Qub3vESL3gAodKa8iqiEr,,,,L2,,140,ALUM,,,New Construction,None,,,,6' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,2' - 3"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,14' - 7",,8' - 6",,1x58SIhe9C$eaC3$K_N4Pc,,,,L2,,143,ALUM,,,New Construction,None,,,,6' - 1",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,2' - 3"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,14' - 9",,6' - 10",,1x58SIhe9C$eaC3$K_N4M6,,,,L2,,145,ALUM,,,New Construction,None,,,,7' - 11",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,14' - 9",,6' - 10",,02a5zYLwD3j9mC$YV6woqi,,,,L2,,152,ALUM,,,New Construction,None,,,,7' - 11",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 7",,6' - 4",,0K7w7jYlXCpOJN0oo5MIAM,,,,L4,,153,ALUM,,,New Construction,None,,,,1' - 3",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 7",,6' - 4",,0K7w7jYlXCpOJN0oo5MIh2,,,,L4,,154,ALUM,,,New Construction,None,,,,1' - 3",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 7",,6' - 4",,0K7w7jYlXCpOJN0oo5MIhA,,,,L4,,155,ALUM,,,New Construction,None,,,,1' - 3",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,7' - 7",,6' - 4",,0K7w7jYlXCpOJN0oo5MIhI,,,,L4,,156,ALUM,,,New Construction,None,,,,1' - 3",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,6' - 9 3/4",,3' - 11 1/2",,0K7w7jYlXCpOJN0oo5MIeO,,,,L5,,157,ALUM,,,New Construction,None,,,,2' - 10 1/4",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,1' - 9 1/2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,6' - 9 3/4",,3' - 11 1/2",,0K7w7jYlXCpOJN0oo5MIYz,,,,L5,,162,ALUM,,,New Construction,None,,,,2' - 10 1/4",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,1' - 9 1/2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,6' - 9 3/4",,3' - 11 1/2",,0K7w7jYlXCpOJN0oo5MIY6,,,,L5,,163,ALUM,,,New Construction,None,,,,2' - 10 1/4",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,1' - 9 1/2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,6' - 9 3/4",,3' - 11 1/2",,0K7w7jYlXCpOJN0oo5MIYL,,,,L5,,164,ALUM,,,New Construction,None,,,,2' - 10 1/4",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,1' - 9 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2uA1QuTrD56OjKrY65ZNSq,,,,L3,,188,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2uA1QuTrD56OjKrY65ZNTk,,,,L3,,189,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2uA1QuTrD56OjKrY65ZNTO,,,,L3,,190,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2uA1QuTrD56OjKrY65ZN2I,,,,L3,,191,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DSJ,,,,L4,,198,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DGU,,,,L4,,199,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DGM,,,,L4,,200,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DGk,,,,L4,,201,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DGc,,,,L4,,202,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,15dMzGGu96lAjQVcpG2DG_,,,,L4,,203,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2Nacuo19H4IAx5s3kv9Fw3,,,,L3,,204,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2Nacuo19H4IAx5s3kv9C6B,,,,L3,,205,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung,Window-Double-Hung: 50" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2Nacuo19H4IAx5s3kv9C7L,,,,L3,,206,ALUM,,,New Construction,None,8' - 2",4' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,50" x 98",,,2HJPHz$LL92Ori_VKXvn6q,,51,,0.81,4' - 1 1/2"
B2020100,Windows,,23.30.20.17.17.14,,,,,1,,,,,By Type,,Default,,Window-Double-Hung-Double,Window-Double-Hung-Double: 74" x 98",,ANOD,1",IGU,,9' - 10 1/4",0.5511 BTU/(h·ft²·°F),8' - 1 1/2",,2Nacuo19H4IAx5s3kv9C0J,,,,L3,,207,ALUM,,,New Construction,None,8' - 2",6' - 2",,1' - 8 3/4",0.76,1.8146 (h·ft²·°F)/BTU,74" x 98",,,2Nacuo19H4IAx5s3kv9C2h,,55,,0.81,6' - 1 1/2"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,2Nacuo19H4IAx5s3kv9CXk,,,,L4,,212,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,2Nacuo19H4IAx5s3kv9CYl,,,,L4,,213,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,2Nacuo19H4IAx5s3kv9CYd,,,,L4,,214,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,2Nacuo19H4IAx5s3kv9CZV,,,,L4,,215,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,9' - 1",,6' - 8",,2Nacuo19H4IAx5s3kv9CZN,,,,L4,,216,ALUM,,,New Construction,None,,,,2' - 5",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,3' - 7"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 2",,2' - 2",,3b_GinbYTDwALWT66s60J3,,,,L3,,217,ALUM,,,New Construction,None,,,,8' - 0",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,2' - 0"
,,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Schematic Opening Cut,Schematic Opening Cut: Schematic Opening Cut,,,1",IGU,,10' - 2",,2' - 2",,3b_GinbYTDwALWT66s67cE,,,,L3,,218,ALUM,,,New Construction,None,,,,8' - 0",,,Schematic Opening Cut,,,3voFgg85z9v87ITax$sRLa,,52,,,2' - 0"
B20,Exterior Enclosure,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Window-Louvers,Window-Louvers: 22" x 24",,,,,,10' - 1",,2' - 0",,3b_GinbYTDwALWT66s67sQ,,,,L3,,220,,,,New Construction,None,,,,8' - 1",,,22" x 24",,,3b_GinbYTDwALWT66s67rT,,56,,,1' - 10"
B20,Exterior Enclosure,,23.30.20.00,,,,,1,,,,,By Type,,Default,,Window-Louvers,Window-Louvers: 22" x 24",,,,,,10' - 1",,2' - 0",,3b_GinbYTDwALWT66s67I8,,,,L3,,225,,,,New Construction,None,,,,8' - 1",,,22" x 24",,,3b_GinbYTDwALWT66s67rT,,56,,,1' - 10"
B2020100,Windows,,23.30.20.17.14,,,,,1,,,,,By Type,,Default,,Window-Sliding-Double,Window-Sliding-Double: 50" x 60",,ANOD,1",IGU,,7' - 8 1/2",,5' - 0",,0uSJAgBT1ABOFjSdJfHCSd,,,,L3,,192,ALUM,,,New Construction,None,5' - 0 1/2",4' - 2 1/2",,2' - 8 1/2",,,50" x 60",,,2F3zBK1BH8DBfhr$IH1Uj8,,59,,,4' - 2"
B2020100,Windows,,23.30.20.17.14,,,,,1,,,,,By Type,,Default,,Window-Sliding-Double,Window-Sliding-Double: 50" x 60",,ANOD,1",IGU,,7' - 8 1/2",,5' - 0",,0uSJAgBT1ABOFjSdJfHCPW,,,,L3,,90,ALUM,,,New Construction,None,5' - 0 1/2",4' - 2 1/2",,2' - 8 1/2",,,50" x 60",,,2F3zBK1BH8DBfhr$IH1Uj8,,59,,,4' - 2"
