Duct Fitting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Free Size,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,Keynote,Level,Lining Thickness,Lining Type,Manufacturer,Mark,Model,Overall Size,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2fAavAP_T3PBMu6yDI0QgK,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2fAavAP_T3PBMu6yDI0Qgv,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 24,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,2fAavAP_T3PBMu6yDI0Qfn,,0",,,L3,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 24,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2fAavAP_T3PBMu6yDI0Qeh,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 24,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2fAavAP_T3PBMu6yDI0QqH,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 24,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2fAavAP_T3PBMu6yDI0QpI,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 24,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,2WCPlt3dr4lubCAVtr5v5I,,0",,,L3,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr5v5E,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr5v5A,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2WCPlt3dr4lubCAVtr5v54,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56_Q,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56$Q,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56$M,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2WCPlt3dr4lubCAVtr56$G,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56yz,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56yv,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 23,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56pX,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56jf,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 15,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56jW,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 15,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56hD,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 15,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56hF,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 15,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2WCPlt3dr4lubCAVtr56fN,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 15,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56L4,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56IW,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56IY,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56JZ,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56JR,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56JD,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2WCPlt3dr4lubCAVtr56J5,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 16,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2WCPlt3dr4lubCAVtr56Gt,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 16,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eH5,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 9,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eHv,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 9,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eGV,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 26,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eGJ,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 26,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eFc,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 8,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eEQ,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 8,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eC8,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 25,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0fhMvOHhLFowLIPKrI2eCC,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 25,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGRb2,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 13,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,8' - 2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3svIJck4X2k9dc_X1OGRa9,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 27,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,8' - 2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3svIJck4X2k9dc_X1OGRdy,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 13,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,8' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGRUE,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 10,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,8' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGRU6,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 10,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,8' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGOu$,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 10,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3svIJck4X2k9dc_X1OGODb,,0",,,L1 - Block 35,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 29,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGO4_,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 29,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGO4B,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 14,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGO7r,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 29,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGO7h,,0",,,L1 - Block 35,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 29,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGPvp,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 11,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGPvg,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 11,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGPve,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 11,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3svIJck4X2k9dc_X1OGPug,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 30,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGPwp,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 14,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,-14' - 7",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3svIJck4X2k9dc_X1OGPwG,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 14,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,10' - 2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3svIJck4X2k9dc_X1OGPyu,,0",,,L1 - Block 35,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 14,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe9p2,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2Lkl7_5CzFJxum$LzTe9rS,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2Lkl7_5CzFJxum$LzTe9qf,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe91$,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe91z,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 1 1/2",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe91A,,0",,,L3,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,No,,11' - 1 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe910,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe95$,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 17,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe95r,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 17,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,2Lkl7_5CzFJxum$LzTe95D,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 17,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,2Lkl7_5CzFJxum$LzTe95R,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 17,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,2Lkl7_5CzFJxum$LzTe9QK,,0",,,L3,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
