Door Schedule 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Construction Type,Cost,Count,Description,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Family Thumbnail,Finish,Fire Rating,Frame Finish,Frame Material,Frame Type,Function,Hardware,Head,Head Height,Heat Transfer Coefficient (U),Height,IFC Predefined Type,IfcGUID,Image,Jamb,Keynote,Level,Manufacturer,Mark,Material,Model,Operation,Phase Created,Phase Demolished,Rough Height,Rough Width,Sill,Sill Height,Solar Heat Gain Coefficient,Thermal Resistance (R),Thickness,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Under Cut,URL,Visual Light Transmittance,Width
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohoe,,,,L4,,404B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohpZ,,,,L5,,504C,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (20 MIN),,PNT,20 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohn9,,,,L3,,302B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (20 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6I,,79,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (20 MIN),,PNT,20 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohuh,,,,L4,,402B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (20 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6I,,79,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (20 MIN),,PNT,20 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohum,,,,L5,,502D,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (20 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6I,,79,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,2Ytno7yd91dQAhhP73Exwv,,,,L4,,406C,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3eqETIWmT5yuBevKr2Xx9k,,,,L5,,501A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (90 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6K,,76,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3eqETIWmT5yuBevKr2Xx3z,,,,L5,,501B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3eqETIWmT5yuBevKr2XxPs,,,,L3,,301C,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3eqETIWmT5yuBevKr2XxQR,,,,L4,,401B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030400,Overhead Doors & Roll-up Grilles,,23.30.10.17.27,,,,,1,,,,,By Type,,Default,,Door-Overhead-Rolling,Door-Overhead-Rolling: Access Door,,PNT,,PNT,STL,,Exterior,C4,,8' - 4",0.6520 BTU/(h·ft²·°F),8' - 4",,0hBxHWoCXBYfGaCI4ayCik,,,,L1 - Block 37,,107A,STL,,,New Construction,None,8' - 4",8' - 0",,0' - 0",0,1.5338 (h·ft²·°F)/BTU,0' - 3",Access Door,,,0hBxHWoCXBYfGaCI4ayClT,,68,--,,0,8' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7Gcvi,,,,L1 - Block 37,,105B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7Gcvj,,,,L1 - Block 37,,105A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7GcYX,,,,L1 - Block 37,,108A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7GcRh,,,,L1 - Block 43,,109B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7GcRi,,,,L1 - Block 43,,109C,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7GXvU,,,,L1 - Block 37,,106F,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mlMV$YD96HATmmaM7GXtG,,,,L1 - Block 37,,106E,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,24UQUejir30hZbTvW6h4UL,,,,L2,,202OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,24UQUejir30hZbTvW6h7Y7,,,,L3,,303OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,24UQUejir30hZbTvW6h7Y1,,,,L4,,403OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Double-Storefront,Door-Curtain-Wall-Double-Storefront: Door-Curtain-Wall-Double-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D1,,,0.7250 BTU/(h·ft²·°F),7' - 10",,3SnOVw7ojDZ8nnFzhqlcfQ,,,,L1 - Block 37,,105D,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Double-Storefront,,,2tLJY6oEzCtgzHr0C65xJy,,47,--,,0,6' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Exterior-Revolving-Full Glass-Metal,Door-Exterior-Revolving-Full Glass-Metal: 78" x 108",,PNT,,PNT,HM,,Exterior,C1,,10' - 0",,9' - 0",,3RKbg7mVv5KOhSWj4h$MPB,,,,L1 - Block 37,,106C,STL,,,New Construction,None,9' - 0 3/8",6' - 6 1/2",,1' - 0",,,,78" x 108",,,00WwxNqKn5EweTI6IzsbVx,,48,--,,,6' - 6"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Full_Lite,Door-Passage-Single-Full_Lite: 36" x 96" Storefront,,PNT,,PNT,HM,,Exterior,B6,,9' - 8 3/8",,8' - 8 3/8",,3RKbg7mVv5KOhSWj4h$8TV,,,,L1 - Block 37,,106D,STL,,,New Construction,None,9' - 0 3/8",3' - 4",,1' - 0",,,0' - 1 3/4",36" x 96" Storefront,,,2fwH4HdQr6iflgTlDmKP52,,55,--,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Full_Lite,Door-Passage-Single-Full_Lite: 36" x 96" Storefront,,PNT,,PNT,HM,,Exterior,B6,,9' - 8 3/8",,8' - 8 3/8",,02a5zYLwD3j9mC$YV6woIu,,,,L1 - Block 37,,106B,STL,,,New Construction,None,9' - 0 3/8",3' - 4",,1' - 0",,,0' - 1 3/4",36" x 96" Storefront,,,2fwH4HdQr6iflgTlDmKP52,,55,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (45 MIN),,PNT,45 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,1XeopoEmL4fQChMRbpTc9n,,,,L1 - Block 37,,106A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (45 MIN),,,0Nk03SrE1FMvD98lK7Y4z9,,80,--,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Double-Storefront,Door-Curtain-Wall-Double-Storefront: Door-Curtain-Wall-Double-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D1,,,0.7250 BTU/(h·ft²·°F),9' - 1 3/4",,2Dmljw8uHCLBZQQu9H5f3Y,,,,L1 - Block 43,,109A,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Double-Storefront,,,2tLJY6oEzCtgzHr0C65xJy,,47,--,,0,6' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Double-Storefront,Door-Curtain-Wall-Double-Storefront: Door-Curtain-Wall-Double-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D1,,,0.7250 BTU/(h·ft²·°F),8' - 8",,2Dmljw8uHCLBZQQu9H5f8_,,,,L1 - Block 43,,108D,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Double-Storefront,,,2tLJY6oEzCtgzHr0C65xJy,,47,--,,0,6' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Double-Storefront,Door-Curtain-Wall-Double-Storefront: Door-Curtain-Wall-Double-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D1,,,0.7250 BTU/(h·ft²·°F),8' - 8",,2Dmljw8uHCLBZQQu9H5f9b,,,,L1 - Block 43,,108C,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Double-Storefront,,,2tLJY6oEzCtgzHr0C65xJy,,47,--,,0,6' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Single-Storefront,Door-Curtain-Wall-Single-Storefront: Door-Curtain-Wall-Single-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D2,,,0.7250 BTU/(h·ft²·°F),7' - 2",,0fb8ht1cj4oRHWJZerVZBq,,,,L1 - Block 43,,S31B,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Single-Storefront,,,2QDy_PLVb31xm6$QTp1uWF,,49,--,,0,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1JU62QTXfD2RUOVIJGrICk,,,,L1 - Block 43,,S31A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1JU62QTXfD2RUOVIJGrI3B,,,,Parking,,P01,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgJ,,,,L2,,205D,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgI,,,,L5,,504A,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgH,,,,L4,,401C,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgG,,,,L4,,410C,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgN,,,,L3,,301A,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0d_HunAzzAPg4$RxtR7pgM,,,,L3,,307D,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 60" x 84",,PNT,,PNT,HM,,Interior,C2,,0' - 0",,0' - 0",,0rpwMvtbz48ARUNqqbdT3h,,,,L1 - Block 43,,109OPN,STL,,,New Construction,None,7' - 0",5' - 0",,0' - 0",,,,60" x 84",,,0rpwMvtbz48ARUNqqbdT2q,,70,--,,,0' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,0uSJAgBT1ABOFjSdJfHCQt,,,,L4,,406A,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 89" (90 MIN),,,90 MIN,,,,Exterior,,,7' - 5",,7' - 5",,2VbmknNWH5ueGyA7dIdxEV,,,,L5,,506A,,,,New Construction,None,7' - 9",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 89" (90 MIN),,,00OcTh2YnDIRjBe1O3sHMa,,43,,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3$iRr5TIL5ZuTTkySop_BA,,,,L4,,406B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,0PLLoN4krEzh4T_Z80DWH7,,,,L4,,405OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
