Door Schedule 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Construction Type,Cost,Count,Description,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Family Thumbnail,Finish,Fire Rating,Frame Finish,Frame Material,Frame Type,Function,Hardware,Head,Head Height,Heat Transfer Coefficient (U),Height,IFC Predefined Type,IfcGUID,Image,Jamb,Keynote,Level,Manufacturer,Mark,Material,Model,Operation,Phase Created,Phase Demolished,Rough Height,Rough Width,Sill,Sill Height,Solar Heat Gain Coefficient,Thermal Resistance (R),Thickness,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Under Cut,URL,Visual Light Transmittance,Width
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3aJHYCIlHAIBfmGnzR8c2i,,,,Parking,,P04,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3aJHYCIlHAIBfmGnzR8c6B,,,,Parking,,P05,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktJJd,,,,L2,,203B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktKbi,,,,L2,,203A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktKus,,,,L3,,304A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktL7K,,,,L4,,404A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktL5o,,,,L5,,504B,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,1sqRaCGxn09vsPk5LktLW7,,,,L2,,204B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3kc6SqM9H57QHDXaSHOqDQ,,,,L3,,204,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,2edGu3VRXAYQxyAyIU13Ln,,,,L2,,201B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Roof),,PNT,,PNT,HM,,Exterior,B2,,8' - 3",,7' - 0",,2DrlDkmyDFLerHNnIG0pXe,,,,R2,,R100A,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84" (Roof),,,0TeQPvs6PFvRYPhBxV5qmZ,,74,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Roof),,PNT,,PNT,HM,,Exterior,B2,,8' - 3",,7' - 0",,2DrlDkmyDFLerHNnIG0pWg,,,,R2,,R100E,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84" (Roof),,,0TeQPvs6PFvRYPhBxV5qmZ,,74,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Double-Flush,Door-Passage-Double-Flush: 72" x 84",,PNT,,PNT,HM,,Exterior,C3,,8' - 3",,7' - 0",,2DrlDkmyDFLerHNnIG0pW1,,,,R2,,R100D,STL,,,New Construction,None,7' - 4",6' - 4",,1' - 3",,,0' - 1 3/4",72" x 84",,,25VjgOKgz12enyjs5jfGIE,,18,--,,,6' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Double-Flush,Door-Passage-Double-Flush: 72" x 84",,PNT,,PNT,HM,,Exterior,C3,,8' - 3",,7' - 0",,2DrlDkmyDFLerHNnIG0pd1,,,,R2,,R103A,STL,,,New Construction,None,7' - 4",6' - 4",,1' - 3",,,0' - 1 3/4",72" x 84",,,25VjgOKgz12enyjs5jfGIE,,18,--,,,6' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Double-Flush,Door-Passage-Double-Flush: 72" x 84",,PNT,,PNT,HM,,Exterior,C3,,8' - 3",,7' - 0",,2DrlDkmyDFLerHNnIG0pcj,,,,R2,,R103B,STL,,,New Construction,None,7' - 4",6' - 4",,1' - 3",,,0' - 1 3/4",72" x 84",,,25VjgOKgz12enyjs5jfGIE,,18,--,,,6' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,,NR,,,,Exterior,,,7' - 0",,7' - 0",,2DrlDkmyDFLerHNnIG0pSI,,,,L4,,405A,,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,2DrlDkmyDFLerHNnIG0p8g,,,,L4,,403B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,2DrlDkmyDFLerHNnIG0pBq,,,,L4,,405B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,0mfm2MdbH0mQRzHv8Eyi4s,,,,L1 - Block 37,,108B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (180 MIN),,PNT,180 MIN,PNT,HM,,Exterior,A3,,7' - 0",,7' - 0",,31rKK5OS94d9cPXIYeNUQ6,,,,L2,,S22B,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (180 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6M,,77,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (180 MIN),,PNT,180 MIN,PNT,HM,,Exterior,A3,,7' - 0",,7' - 0",,31rKK5OS94d9cPXIYeNUQ7,,,,L4,,S24,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (180 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6M,,77,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (180 MIN),,PNT,180 MIN,PNT,HM,,Exterior,A3,,7' - 0",,7' - 0",,31rKK5OS94d9cPXIYeNUQO,,,,L3,,S23,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (180 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6M,,77,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (180 MIN),,PNT,180 MIN,PNT,HM,,Exterior,A3,,7' - 0",,7' - 0",,31rKK5OS94d9cPXIYeNUQP,,,,L5,,S25,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (180 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6M,,77,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Roof),,PNT,,PNT,HM,,Exterior,B2,,8' - 3",,7' - 0",,31rKK5OS94d9cPXIYeNUhP,,,,R2,,S26,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84" (Roof),,,0TeQPvs6PFvRYPhBxV5qmZ,,74,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (45 MIN),,PNT,45 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3k0mOVrxHEQhEN_aJoHyb5,,,,L2,,201A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (45 MIN),,,0Nk03SrE1FMvD98lK7Y4z9,,80,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,8' - 3",,7' - 0",,3k0mOVrxHEQhEN_aJoHyot,,,,R2,,R100B,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,8' - 3",,7' - 0",,3k0mOVrxHEQhEN_aJoHypB,,,,R2,,R100C,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (45 MIN),,PNT,45 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3k0mOVrxHEQhEN_aJoHyst,,,,L3,,302A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (45 MIN),,,0Nk03SrE1FMvD98lK7Y4z9,,80,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (45 MIN),,PNT,45 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3k0mOVrxHEQhEN_aJoHysp,,,,L4,,402A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (45 MIN),,,0Nk03SrE1FMvD98lK7Y4z9,,80,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (45 MIN),,PNT,45 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3k0mOVrxHEQhEN_aJoHys$,,,,L5,,502A,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (45 MIN),,,0Nk03SrE1FMvD98lK7Y4z9,,80,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (180 MIN),,PNT,180 MIN,PNT,HM,,Exterior,A3,,7' - 0",,7' - 0",,3ILb7oItT50eCRbCAAdIR3,,,,Parking,,S20,STL,,,New Construction,None,7' - 4",3' - 4",,0' - 0",,,0' - 1 3/4",36" x 84" (180 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6M,,77,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,0U4XQxUbT6Kgsr80BN4mQf,,,,L4,,409B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,0U4XQxUbT6Kgsr80BN4mnc,,,,L4,,410B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,0U4XQxUbT6Kgsr80BN4mqR,,,,L3,,308B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,0U4XQxUbT6Kgsr80BN4mrs,,,,L3,,309B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,0U4XQxUbT6Kgsr80BN4mtp,,,,L5,,507C,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Curtain-Wall-Single-Storefront,Door-Curtain-Wall-Single-Storefront: Door-Curtain-Wall-Single-Storefront,,ANOD,,ANOD,ALUM,,Exterior,D2,,,0.7250 BTU/(h·ft²·°F),8' - 0",,343IftMCP4UOCLPJnm955Y,,,,L1 - Block 43,,S22A,ALUM,,,New Construction,None,,,,,0,1.3793 (h·ft²·°F)/BTU,,Door-Curtain-Wall-Single-Storefront,,,2QDy_PLVb31xm6$QTp1uWF,,49,--,,0,3' - 0"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 34" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A4,,8' - 0",,7' - 0",,04b3cqL6T7nASkHPv$nomM,,,,L5,,502C,STL,,,New Construction,None,7' - 4",3' - 2",,1' - 0",,,0' - 1 3/4",34" x 84" (90 MIN),,,0HgoyXodD5pecRzKLBViG2,,81,--,,,2' - 10"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 34" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A4,,8' - 0",,7' - 0",,04b3cqL6T7nASkHPv$notK,,,,L5,,502B,STL,,,New Construction,None,7' - 4",3' - 2",,1' - 0",,,0' - 1 3/4",34" x 84" (90 MIN),,,0HgoyXodD5pecRzKLBViG2,,81,--,,,2' - 10"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 34" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A4,,8' - 0",,7' - 0",,04b3cqL6T7nASkHPv$nohq,,,,L5,,507A,STL,,,New Construction,None,7' - 4",3' - 2",,1' - 0",,,0' - 1 3/4",34" x 84" (90 MIN),,,0HgoyXodD5pecRzKLBViG2,,81,--,,,2' - 10"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (60 MIN),,PNT,60 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3nw5KY1dn1zxKxL51gZA1K,,,,L2,,204A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (60 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6G,,78,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3AQwX$e_j0ZPcGzWWO1ikN,,,,L5,,406,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3Ff9G3z7n2P9bWgey4$WiP,,,,L1 - Block 35,,101C,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84",,PNT,NR,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3Ff9G3z7n2P9bWgey4$WZS,,,,L1 - Block 35,,101B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84",,,3txS939Df6TQnAmwoSbdHD,,11,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 26" x 84",,PNT,NR,PNT,HM,,Exterior,E1,,7' - 0",,7' - 0",,3Ff9G3z7n2P9bWgey4$X6J,,,,L1 - Block 35,,101A,WD,,,New Construction,None,7' - 1 1/4",2' - 4 1/2",,0' - 0",,,0' - 1 3/4",26" x 84",,,3gaFmS7sL22xO0HRDwns4Z,,66,--,,,2' - 2"
B2030100,Glazed Doors & Entrances,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Two_Lite,Door-Passage-Single-Two_Lite: 36" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A2,,7' - 3",,7' - 0",,0S48Krk_r2AxoJZN1L_mYf,,,,L1 - Block 35,,S11B,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 3",,,0' - 1 3/4",36" x 84" (90 MIN),,,2WiNTEbs96VfWyr2qfzjxB,,82,--,,,3' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,2CYMLiCRX28Bytt8lqamRY,,,,L5,,506OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,2CYMLiCRX28Bytt8lqamOG,,,,L2,,205OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,2CYMLiCRX28Bytt8lqamOI,,,,L3,,307OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
,,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Opening,Door-Opening: 32" x 84",,,,,,,Interior,,,0' - 0",,0' - 0",,2CYMLiCRX28Bytt8lqamOK,,,,L4,,408OPN,,,,New Construction,None,7' - 0",2' - 8",,0' - 0",,,,32" x 84",,,2CYMLiCRX28Bytt8lqamQx,,62,,,,0' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Roof),,PNT,,PNT,HM,,Exterior,B2,,8' - 3",,7' - 0",,3HG04Ne1b5W8ZXjO0Xv6Gd,,,,R2,,S36,STL,,,New Construction,None,7' - 4",3' - 4",,1' - 3",,,0' - 1 3/4",36" x 84" (Roof),,,0TeQPvs6PFvRYPhBxV5qmZ,,74,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (90 MIN),,PNT,90 MIN,PNT,HM,,Exterior,A2,,7' - 0",,7' - 0",,3Exf$uKEj6vBh5DuRp1RIt,,,,L4,,401A,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (90 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6K,,76,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (20 MIN),,PNT,20 MIN,PNT,HM,,Exterior,A1,,7' - 0",,7' - 0",,3Exf$uKEj6vBh5DuRp1RVX,,,,L2,,201C,STL,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (20 MIN),,,0O5ZCyMCrCOQ6uiL7qfh6I,,79,--,,,3' - 0"
B2030200,Solid Exterior Doors,,23.30.10.00,,,,,1,,,,,By Type,,Default,,Door-Passage-Single-Flush,Door-Passage-Single-Flush: 36" x 84" (Cores),,PNT,NR,PNT,HM,,Exterior,A4,,7' - 0",,7' - 0",,1do79UPsT5QgT3kMg0ohrn,,,,L3,,304B,WD,,,New Construction,None,7' - 1 1/4",3' - 2 1/2",,0' - 0",,,0' - 1 3/4",36" x 84" (Cores),,,3IP1NcR8H1yQoZHEVfIr$y,,75,--,,,3' - 0"
