Wall Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorptance,Angle From Vertical,Area,Assembly Code,Assembly Description,Assembly Name,Base Constraint,Base Offset,Bottom Width,Comments,Cost,Count,Cross-Section,Default Exterior Angle,Default Interior Angle,Description,Enable Angle Overrides,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Exterior Angle,Family,Family and Type,Family Thumbnail,Fire Rating,Function,Heat Transfer Coefficient (U),IFC Predefined Type,IfcGUID,Image,Interior Angle,Keynote,Length,Manufacturer,Mark,Model,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Rebar Cover - Other Faces,Roughness,Structural Material,Structural Usage,Thermal Mass,Thermal Resistance (R),Top Constraint,Top Offset,Top Width,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Unconnected Height,URL,Volume,Width,Width Measured At
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,05z2dez$L4s8S9q4HwY_9p,,,,17' - 11 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,28.01 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,05z2dez$L4s8S9q4HwY_9o,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,41.82 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,05z2dez$L4s8S9q4HwY_BO,,,,27' - 2 9/32",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,42.63 CF,0' - 10 1/2",
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,05z2dez$L4s8S9q4HwY_B1,,,,17' - 11 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,28.01 CF,0' - 10 1/2",
0.7,,29 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0RjpzTzI92$PvNq_RFrvuO,,,,15' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,25.28 CF,0' - 10 1/2",
0.7,,36 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0RjpzTzI92$PvNq_RFrvu0,,,,15' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,0' - 0",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,2' - 5",,27.55 CF,0' - 10 1/2",
0.7,,29 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,1F$LJ2H2T0fOXe_NxuWisD,,,,15' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,25.28 CF,0' - 10 1/2",
0.7,,22 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,3w1fdDBgP24AlAEkntqDw7,,,,14' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 11",,19.51 CF,0' - 10 1/2",
0.7,,26 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,3w1fdDBgP24AlAEkntqDwF,,,,14' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 11",,22.50 CF,0' - 10 1/2",
0.7,,25 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,3w1fdDBgP24AlAEkntqDb2,,,,13' - 7",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 11",,10.78 CF,0' - 10 1/2",
0.7,,47 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R1,-0' - 11",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,3w1fdDBgP24AlAEkntqDa4,,,,23' - 9 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R1,1' - 2",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,2' - 1",,7.88 CF,0' - 10 1/2",
0.7,,91 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-4' - 6",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZdz2,,,,23' - 10",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,4' - 0",,53.04 CF,0' - 10 1/2",
0.7,,23 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZdz3,,,,13' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,20.23 CF,0' - 10 1/2",
0.7,,24 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZdz0,,,,14' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,21.03 CF,0' - 10 1/2",
0.7,,23 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZdy_,,,,13' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,20.23 CF,0' - 10 1/2",
0.7,,9 SF,B2010,Exterior Walls,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc3y,,,,1' - 1 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,11' - 0 1/2",,3.26 CF,0' - 4 1/4",
0.7,,81 SF,B2010,Exterior Walls,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc3N,,,,7' - 7 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,11' - 0 1/2",,28.51 CF,0' - 4 1/4",
0.7,,9 SF,B2010,Exterior Walls,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc34,,,,1' - 1 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,11' - 0 1/2",,3.26 CF,0' - 4 1/4",
0.7,,36 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc2Q,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,30.48 CF,0' - 10 1/2",
0.7,,36 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc2T,,,,19' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,31.22 CF,0' - 10 1/2",
0.7,,34 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc1h,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,20.00 CF,0' - 9 1/4",
0.7,,35 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc0r,,,,19' - 5",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,31.01 CF,0' - 10 1/2",
0.7,,34 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc0y,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,20.00 CF,0' - 9 1/4",
0.7,,34 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc7c,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 9 1/2",,29.54 CF,0' - 10 1/2",
0.7,,66 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc7e,,,,37' - 8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 9 1/2",,56.10 CF,0' - 10 1/2",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc7J,,,,19' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 9 1/2",,29.18 CF,0' - 10 1/2",
0.7,,34 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc7L,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,20.00 CF,0' - 9 1/4",
0.7,,66 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc6W,,,,37' - 8 1/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 9 1/2",,57.38 CF,0' - 10 1/2",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc6X,,,,19' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 9 1/2",,29.18 CF,0' - 10 1/2",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,0Lwxb_BUfALAc2_$BhZc6c,,,,18' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,25.32 CF,0' - 9 1/4",
0.7,,29 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,1IMx2bCKn519m5SUiOEjxt,,,,15' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,25.72 CF,0' - 10 1/2",
0.7,,28 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,1IMx2bCKn519m5SUiOEjrb,,,,16' - 5 1/4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,16.81 CF,0' - 9 1/4",
0.7,,27 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,1IMx2bCKn519m5SUiOEjt6,,,,18' - 7 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,16.00 CF,0' - 9 1/4",
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFrc,,,,16' - 6 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,27.58 CF,0' - 10 1/2",
0.7,,23 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFp7,,,,12' - 0 9/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,19.91 CF,0' - 10 1/2",
0.7,,41 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFp6,,,,21' - 4 9/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,35.86 CF,0' - 10 1/2",
0.7,,26 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 5",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 10 1/2" (Two Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFiq,,,,15' - 7 1/4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 10 1/2" (Two Sides),,,040pYaAfP5UfxiZy_buDpx,,,1' - 11",,22.84 CF,0' - 10 1/2",
0.7,,27 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFip,,,,15' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,16.28 CF,0' - 9 1/4",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,10$nTTYwHDYQgso2$xPFjW,,,,18' - 7 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,19.58 CF,0' - 9 1/4",
